"Days since purchase","Purchase visits","Total sales","Credit card","Coupons","Items purchased","Blouse","Suit"
264,2,82.97,"No",0,5,"Yes","No"
119,2,265.99,"No",0,6,"Yes","No"
127,1,141.74,"Yes",0,8,"Yes","No"
183,1,197.98,"No",0,5,"No","Yes"
168,4,134.74,"No",0,6,"No","No"
24,1,545.4,"Yes",0,16,"Yes","No"
107,4,286.29,"No",0,8,"No","No"
80,5,395.47,"Yes",1,10,"Yes","No"
16,2,164.97,"No",0,15,"Yes","No"
33,1,68.96,"No",0,4,"Yes","No"
146,4,600.45,"No",1,13,"Yes","No"
194,1,203.85,"Yes",1,8,"No","No"
279,1,73.99,"No",0,2,"No","No"
324,1,142.96,"No",0,9,"Yes","No"
42,3,131.94,"Yes",0,7,"Yes","No"
356,1,107,"No",0,2,"No","No"
10,3,329.5,"No",0,8,"Yes","No"
41,1,212,"No",0,3,"No","No"
306,1,68,"No",0,1,"No","No"
12,18,1392.5,"Yes",5,52,"Yes","No"
293,1,89.98,"No",0,4,"Yes","No"
351,1,166.98,"No",0,5,"No","No"
5,3,495.45,"No",1,13,"Yes","No"
146,1,49,"No",0,1,"No","No"
101,9,1255.76,"No",0,33,"Yes","No"
215,2,261.98,"No",0,11,"No","No"
9,7,668.02,"Yes",4,26,"Yes","No"
30,3,262.93,"No",0,8,"No","No"
26,6,225.46,"No",0,13,"No","No"
137,2,205.98,"No",0,7,"Yes","No"
61,1,151.95,"No",0,5,"No","No"
136,3,382.47,"No",0,9,"No","No"
62,8,1210.72,"No",1,34,"Yes","No"
221,1,100,"No",0,1,"No","No"
13,8,901.96,"No",2,41,"Yes","No"
25,4,245.94,"No",0,8,"Yes","No"
67,3,442.92,"Yes",0,8,"No","No"
7,8,383.49,"No",0,10,"Yes","No"
36,2,147.98,"No",0,4,"Yes","No"
50,1,202.99,"No",0,7,"No","No"
208,1,205,"No",0,3,"Yes","No"
269,1,259.75,"No",0,7,"No","No"
73,2,267.23,"Yes",1,15,"Yes","No"
325,1,68,"No",0,2,"No","No"
114,4,489,"No",0,18,"Yes","No"
4,7,669.38,"Yes",1,27,"Yes","No"
242,1,88.99,"No",0,2,"No","No"
18,5,485.5,"Yes",0,19,"Yes","No"
5,32,592.53,"Yes",1,69,"Yes","No"
150,1,130,"No",2,6,"Yes","No"
3,13,1244.3,"Yes",3,42,"Yes","No"
12,6,1161.34,"Yes",1,31,"Yes","No"
55,3,33.47,"No",0,4,"No","No"
112,4,290.7,"No",0,9,"Yes","No"
28,9,1183.62,"No",1,50,"Yes","No"
58,2,264.93,"No",0,10,"Yes","No"
47,4,375.7,"No",0,8,"Yes","No"
84,5,144.42,"No",0,9,"Yes","No"
180,2,325,"No",0,10,"Yes","No"
187,4,450.74,"No",0,13,"No","No"
173,6,731.49,"No",0,9,"No","No"
124,3,236.98,"No",0,4,"Yes","Yes"
63,5,655.21,"No",1,24,"Yes","No"
108,1,88,"No",0,1,"No","No"
21,7,289.47,"No",0,9,"Yes","No"
19,19,1924.29,"Yes",5,82,"Yes","Yes"
84,1,46.57,"No",0,3,"Yes","No"
163,6,227.92,"No",0,12,"Yes","No"
127,1,106.5,"No",0,6,"Yes","No"
21,14,739.27,"No",2,43,"Yes","No"
4,11,480.92,"Yes",1,20,"Yes","No"
84,2,140.48,"Yes",1,7,"Yes","No"
142,2,95.73,"No",0,5,"No","No"
90,1,135.46,"No",0,6,"Yes","No"
12,4,214.96,"Yes",0,13,"Yes","No"
83,5,243.47,"No",0,10,"No","No"
8,9,1213.92,"Yes",1,46,"Yes","No"
10,5,450.95,"No",0,13,"Yes","No"
26,7,662.35,"Yes",1,24,"Yes","No"
45,5,234.66,"Yes",0,10,"No","No"
127,1,82.47,"No",0,4,"Yes","No"
42,5,402.83,"No",0,19,"Yes","No"
321,1,209.98,"No",0,5,"Yes","No"
208,3,365.23,"No",0,13,"Yes","No"
9,6,595.66,"Yes",0,29,"Yes","No"
216,2,141.5,"No",0,6,"No","No"
29,1,202.95,"Yes",1,15,"Yes","No"
108,2,443.99,"No",1,8,"Yes","Yes"
173,3,264.18,"Yes",1,14,"Yes","No"
179,2,228.99,"No",0,4,"Yes","Yes"
6,4,199.98,"Yes",0,5,"No","No"
22,2,307.99,"No",0,6,"Yes","Yes"
268,1,87.98,"No",0,6,"No","No"
26,12,1199.57,"No",0,38,"Yes","No"
23,11,547.68,"No",0,22,"No","Yes"
41,2,139.77,"No",0,6,"Yes","No"
68,8,347.71,"Yes",5,21,"Yes","No"
33,7,863.97,"No",1,20,"Yes","No"
3,3,524.94,"No",0,17,"Yes","No"
6,3,419.98,"Yes",1,5,"No","No"
118,2,125.99,"No",0,4,"No","No"
20,18,397.34,"Yes",2,22,"No","No"
22,8,557.82,"Yes",2,25,"No","No"
136,1,106,"No",0,2,"Yes","No"
14,11,301.88,"Yes",1,25,"Yes","No"
54,4,499.96,"No",0,14,"Yes","No"
226,1,183.02,"No",0,5,"No","No"
131,1,86,"No",0,2,"No","No"
28,3,82.49,"No",0,4,"Yes","No"
6,6,867.38,"No",0,18,"Yes","No"
5,4,1145.59,"Yes",1,26,"Yes","No"
140,2,145.97,"No",0,6,"No","No"
91,8,184.96,"No",0,6,"No","No"
82,4,121,"No",1,10,"No","No"
304,1,102.98,"No",0,3,"No","No"
83,10,776.41,"Yes",1,26,"Yes","No"
277,2,180.49,"No",0,7,"Yes","No"
304,1,128.99,"No",0,2,"No","No"
73,2,71.96,"No",0,5,"No","No"
21,10,1781.04,"Yes",4,42,"Yes","No"
153,2,186.5,"No",0,5,"Yes","No"
12,6,223.56,"No",0,15,"Yes","No"
42,9,599.36,"No",0,26,"Yes","No"
36,2,149.95,"No",0,7,"Yes","No"
124,6,480.48,"No",0,9,"Yes","Yes"
28,2,105.97,"No",0,5,"No","No"
40,1,155.94,"No",0,7,"No","No"
103,2,152.38,"No",0,4,"No","No"
37,9,752.41,"Yes",2,35,"No","No"
85,3,184.93,"No",0,11,"Yes","No"
159,2,279.99,"No",0,7,"No","No"
152,2,395.47,"Yes",0,12,"No","No"
155,3,1152,"No",0,31,"Yes","No"
197,2,98.99,"No",0,2,"Yes","No"
321,1,131.99,"No",0,4,"No","No"
167,2,122.5,"No",0,2,"No","No"
264,1,100,"No",0,5,"No","No"
5,34,3306.02,"Yes",10,101,"Yes","No"
19,9,828.07,"Yes",2,29,"Yes","No"
27,3,130.45,"No",0,11,"Yes","No"
16,7,373.81,"Yes",1,26,"Yes","No"
87,1,313.39,"No",0,11,"Yes","Yes"
187,1,92,"No",0,2,"Yes","No"
85,3,800.33,"No",0,30,"Yes","Yes"
53,8,282.95,"No",0,16,"Yes","No"
306,1,86.99,"No",0,3,"No","No"
135,2,123,"No",0,2,"No","No"
362,1,49,"No",0,2,"No","No"
46,2,97.99,"No",0,4,"Yes","No"
253,1,139.5,"No",0,1,"No","No"
102,7,331.78,"No",0,10,"No","No"
161,2,127,"No",0,2,"No","No"
198,11,579.45,"No",0,18,"No","Yes"
45,6,1002.42,"No",1,31,"Yes","No"
135,2,69,"No",0,4,"No","No"
121,1,209.92,"Yes",0,7,"Yes","No"
113,2,227.4,"No",0,13,"Yes","No"
34,11,968.39,"No",1,35,"Yes","No"
296,1,83.99,"No",0,2,"No","No"
141,1,81,"No",1,3,"No","No"
40,3,347.12,"No",0,10,"No","Yes"
215,1,179.98,"No",0,3,"No","Yes"
97,3,191.98,"No",0,10,"No","No"
71,2,99.7,"Yes",0,6,"No","No"
344,1,96,"No",0,2,"Yes","No"
266,1,86.24,"No",0,3,"No","No"
194,2,91.97,"No",0,5,"No","No"
26,2,135.98,"No",0,7,"No","No"
322,1,204.27,"Yes",0,6,"No","No"
33,7,667.42,"No",0,19,"Yes","No"
73,3,308.98,"No",0,12,"Yes","No"
231,1,179.05,"Yes",1,8,"No","No"
200,1,288.87,"Yes",1,8,"Yes","No"
320,1,117.99,"No",0,3,"Yes","No"
110,3,1042.84,"Yes",0,31,"Yes","No"
114,11,624.59,"Yes",0,20,"Yes","No"
307,1,331.49,"No",0,5,"Yes","No"
20,4,25.49,"No",0,4,"No","No"
34,2,153.97,"No",0,6,"No","No"
89,1,253.94,"No",0,8,"Yes","No"
174,4,863.22,"No",1,25,"Yes","Yes"
100,4,364.66,"Yes",1,16,"Yes","No"
5,29,2294.63,"Yes",2,120,"Yes","Yes"
89,4,844.48,"No",0,17,"No","No"
29,2,229.8,"Yes",0,4,"Yes","No"
241,5,348.41,"No",0,24,"Yes","No"
165,1,59,"No",0,1,"No","No"
107,1,233.48,"No",0,7,"Yes","No"
102,16,2264.89,"Yes",7,82,"Yes","No"
139,3,131.9,"No",0,5,"Yes","No"
9,4,211.49,"No",0,12,"Yes","No"
107,1,1176.23,"No",0,28,"Yes","Yes"
150,3,315.47,"No",0,9,"Yes","No"
11,5,328.04,"Yes",1,10,"No","No"
101,6,945.3,"Yes",3,50,"Yes","No"
55,13,5434.84,"Yes",13,191,"Yes","Yes"
175,2,194.98,"No",0,5,"Yes","Yes"
135,16,1163.49,"Yes",2,60,"Yes","No"
286,1,75.5,"No",0,3,"No","No"
110,4,323.98,"Yes",1,12,"Yes","No"
118,4,810.31,"Yes",0,31,"Yes","No"
56,1,83.94,"No",0,6,"Yes","No"
124,1,235.98,"No",0,4,"Yes","No"
73,14,581.23,"Yes",2,27,"Yes","No"
153,2,116.98,"No",0,5,"Yes","No"
36,7,1874.74,"Yes",2,51,"Yes","No"
110,4,271.98,"No",0,10,"No","No"
92,5,472.27,"No",0,16,"No","No"
23,12,396.86,"Yes",1,30,"Yes","Yes"
241,3,326.97,"No",0,7,"No","No"
158,3,407.67,"No",0,15,"No","No"
254,1,235.49,"No",0,10,"No","No"
112,3,207,"No",0,3,"No","No"
54,14,1056.52,"No",0,25,"Yes","Yes"
104,2,111.95,"No",0,7,"No","No"
225,6,825.42,"No",0,21,"No","No"
322,1,188.98,"No",0,3,"No","No"
74,6,1176.82,"Yes",4,37,"Yes","No"
21,10,1907.46,"No",2,120,"Yes","No"
90,1,153.96,"No",0,4,"No","No"
139,5,816.88,"Yes",0,35,"Yes","No"
68,4,150.96,"No",0,8,"No","No"
174,4,593.1,"Yes",1,14,"Yes","No"
59,1,76.98,"No",0,7,"No","No"
48,7,538.13,"Yes",0,19,"Yes","No"
13,11,1173.88,"Yes",3,37,"Yes","Yes"
235,2,101.98,"No",0,2,"No","Yes"
78,5,641.27,"No",1,23,"Yes","No"
344,1,129,"No",0,2,"No","No"
101,6,162.47,"No",0,6,"No","No"
127,2,864.64,"No",0,14,"No","Yes"
5,1,184.5,"No",1,6,"No","No"
66,10,292.85,"Yes",2,21,"No","Yes"
271,1,129.99,"No",0,1,"No","Yes"
65,12,1024.18,"No",0,32,"Yes","Yes"
29,4,454.61,"Yes",1,26,"Yes","Yes"
68,7,362.1,"Yes",1,13,"Yes","No"
168,3,764.08,"No",0,24,"Yes","No"
362,1,925,"No",0,20,"No","No"
37,4,372.12,"Yes",1,11,"Yes","No"
105,1,84.97,"No",0,3,"Yes","No"
13,3,265.5,"Yes",1,11,"Yes","No"
313,2,99.48,"No",0,4,"No","No"
6,9,658.9,"No",0,28,"Yes","No"
147,2,238.98,"No",0,7,"No","No"
179,4,354.47,"No",0,8,"Yes","No"
201,2,348.94,"No",0,9,"Yes","No"
299,2,122.49,"No",0,4,"No","No"
122,3,197.45,"No",0,5,"Yes","No"
26,3,211.06,"Yes",0,7,"No","No"
292,2,250.71,"No",0,8,"No","No"
212,1,84.99,"No",0,3,"No","No"
95,12,1389.7,"Yes",0,36,"Yes","No"
59,5,388.38,"Yes",1,11,"Yes","Yes"
253,2,166.72,"No",0,6,"No","No"
48,2,401.84,"No",0,13,"Yes","No"
57,3,165.89,"No",0,12,"Yes","No"
82,11,1161.76,"Yes",2,52,"Yes","No"
101,1,192.98,"No",0,5,"Yes","No"
66,8,1257.42,"Yes",1,36,"Yes","Yes"
70,2,70.98,"No",0,3,"Yes","No"
11,4,896.2,"Yes",1,19,"Yes","No"
195,1,202.5,"Yes",1,4,"No","No"
84,3,501.99,"No",0,7,"No","No"
18,4,309.25,"No",0,12,"No","No"
64,2,131.98,"Yes",0,7,"No","No"
25,13,2124.72,"Yes",3,72,"Yes","No"
169,2,106.98,"No",0,3,"No","No"
257,2,506.57,"Yes",0,17,"No","Yes"
157,3,302.48,"No",0,8,"No","No"
266,1,55.99,"No",0,2,"Yes","No"
355,2,305.95,"No",0,9,"No","No"
131,6,260.43,"No",1,9,"Yes","No"
44,1,157.47,"No",0,5,"No","No"
167,2,197.98,"No",0,7,"Yes","No"
60,5,459.24,"Yes",1,32,"Yes","No"
63,10,1197.91,"Yes",3,29,"Yes","Yes"
96,1,133.18,"Yes",1,4,"Yes","No"
8,48,1691.22,"Yes",1,147,"Yes","No"
7,2,685.9,"Yes",1,20,"Yes","No"
184,3,169.99,"No",0,5,"No","No"
85,1,346.94,"No",0,12,"Yes","No"
201,1,98.99,"No",0,3,"No","No"
269,1,71.49,"No",0,2,"No","No"
51,6,947.85,"No",1,25,"Yes","No"
252,6,479.09,"No",0,17,"No","No"
9,10,1484.84,"Yes",5,44,"Yes","No"
118,3,216.7,"No",0,6,"Yes","No"
108,3,166.99,"No",0,3,"No","No"
278,1,286.17,"Yes",1,5,"Yes","No"
11,9,674.75,"No",0,19,"Yes","No"
152,4,205.02,"No",0,11,"Yes","No"
70,2,238.86,"No",0,13,"Yes","No"
17,4,91.47,"No",0,6,"No","No"
60,3,79.49,"No",0,3,"No","No"
26,4,429.83,"No",2,16,"Yes","Yes"
98,1,137.99,"No",0,2,"Yes","No"
79,6,523.94,"No",0,14,"No","No"
40,2,80.97,"No",0,4,"No","No"
68,1,68.99,"No",0,2,"No","No"
194,2,205.99,"No",0,3,"No","No"
272,1,112,"Yes",0,2,"Yes","No"
69,1,179.41,"No",0,10,"Yes","No"
232,2,117.5,"No",0,3,"No","No"
86,3,122.15,"No",0,5,"No","No"
82,18,1213.68,"Yes",5,76,"Yes","No"
103,3,243.96,"No",0,12,"Yes","No"
224,2,81.72,"No",0,4,"No","No"
78,7,224.88,"No",0,11,"Yes","Yes"
35,1,102,"No",0,3,"No","No"
277,1,130.72,"No",0,5,"Yes","No"
27,2,428.97,"No",0,8,"No","No"
34,5,139.9,"No",0,14,"No","No"
115,1,68,"No",0,2,"Yes","No"
26,6,537.94,"Yes",0,15,"Yes","No"
67,4,380.18,"Yes",1,13,"No","No"
138,7,853.47,"No",1,30,"No","No"
1,18,2460.6,"Yes",11,79,"Yes","Yes"
27,18,1269.47,"Yes",2,68,"Yes","No"
49,7,1067.63,"Yes",5,48,"Yes","No"
66,3,206.77,"Yes",1,7,"No","No"
241,2,92.97,"No",0,9,"Yes","No"
152,1,183,"No",0,3,"Yes","No"
102,4,176.96,"No",0,10,"No","No"
1,18,870.94,"No",2,28,"Yes","No"
238,4,127.97,"No",0,6,"Yes","No"
83,1,78,"No",0,3,"No","No"
78,1,164.98,"No",0,5,"Yes","No"
345,3,138.97,"No",0,6,"No","No"
91,3,371.48,"No",0,15,"Yes","No"
106,1,295,"No",0,8,"Yes","No"
47,2,199.87,"No",0,13,"Yes","No"
103,2,99.97,"No",0,5,"No","No"
270,2,141.98,"No",0,6,"No","No"
358,1,98.98,"No",0,3,"Yes","No"
61,2,215,"No",0,5,"Yes","No"
56,4,142.46,"No",1,7,"Yes","No"
326,1,98,"No",0,3,"No","No"
42,10,283.48,"No",0,14,"Yes","No"
41,11,620.29,"Yes",2,27,"Yes","No"
82,8,595.68,"No",0,31,"Yes","No"
145,3,202.48,"No",0,6,"Yes","No"
88,1,92.99,"No",0,2,"No","No"
80,1,83.98,"No",0,2,"No","No"
322,1,80,"No",0,4,"No","No"
10,5,118.97,"No",0,11,"No","No"
28,4,493.39,"No",1,22,"No","No"
121,5,425.74,"No",1,12,"Yes","Yes"
267,3,224.42,"No",0,14,"Yes","No"
45,3,327.67,"Yes",0,10,"No","No"
295,3,110.25,"No",0,4,"No","No"
209,2,153.97,"No",0,7,"No","No"
211,1,25.6,"No",0,5,"No","No"
35,12,1046.41,"No",0,43,"Yes","No"
173,2,196.25,"No",1,6,"No","No"
62,7,691.9,"No",0,24,"Yes","No"
215,2,116,"No",0,4,"Yes","No"
68,13,938.68,"Yes",0,28,"Yes","No"
139,1,99,"No",0,2,"No","No"
47,7,598.42,"Yes",1,18,"Yes","No"
75,5,361.22,"Yes",2,11,"Yes","No"
44,6,624.65,"Yes",1,18,"Yes","Yes"
194,1,251,"No",0,5,"Yes","No"
19,11,598.75,"Yes",1,24,"Yes","No"
12,4,212.21,"No",0,11,"Yes","No"
74,3,262.98,"No",0,5,"No","No"
10,9,695.17,"Yes",4,36,"Yes","No"
110,6,465.41,"Yes",1,15,"Yes","No"
70,5,97.98,"No",0,8,"No","No"
173,3,392.67,"No",1,10,"Yes","Yes"
27,5,230.02,"No",0,15,"Yes","No"
44,10,940.88,"Yes",9,50,"Yes","No"
132,5,283.22,"No",0,9,"Yes","No"
186,2,157,"No",0,3,"No","No"
193,3,93.97,"No",0,4,"No","No"
23,9,495.92,"Yes",0,16,"Yes","No"
59,8,1400.04,"Yes",1,38,"Yes","No"
19,26,3138.69,"Yes",12,116,"Yes","Yes"
24,3,81.46,"No",0,9,"No","No"
127,2,86.49,"No",0,5,"Yes","No"
7,6,215.44,"No",0,12,"No","No"
362,1,77,"No",0,2,"No","No"
13,13,1046.35,"No",3,19,"No","No"
12,16,2143.62,"Yes",5,93,"Yes","No"
13,29,2231.03,"Yes",7,102,"Yes","No"
5,6,954.13,"Yes",3,45,"Yes","No"
242,2,109.99,"No",0,7,"No","No"
215,3,161.99,"No",1,7,"No","No"
66,2,480.9,"No",0,13,"Yes","No"
271,1,190.97,"No",0,7,"No","No"
11,25,1027.36,"Yes",2,66,"Yes","No"
21,33,1790.47,"Yes",3,80,"Yes","No"
25,3,132.97,"No",0,8,"No","No"
282,2,95.74,"No",0,4,"Yes","No"
98,4,293.95,"No",0,6,"Yes","No"
129,2,95.97,"No",0,5,"Yes","No"
321,1,412.94,"No",0,9,"No","No"
54,5,307,"No",0,12,"No","Yes"
61,5,758.17,"No",1,16,"Yes","No"
11,4,505.2,"No",1,14,"Yes","No"
52,1,277.97,"No",0,6,"Yes","No"
10,8,654.73,"Yes",1,24,"No","No"
53,6,1100.56,"Yes",1,24,"Yes","Yes"
87,8,116.95,"No",1,13,"No","No"
154,1,101,"No",0,4,"Yes","No"
36,6,463.5,"No",0,20,"No","No"
6,7,468.39,"Yes",0,23,"Yes","No"
23,14,1373.19,"Yes",2,97,"Yes","Yes"
6,3,73.1,"No",0,6,"Yes","No"
49,14,579.23,"Yes",2,37,"Yes","No"
39,19,1412.6,"No",3,44,"Yes","No"
25,9,637.82,"Yes",2,28,"Yes","No"
77,3,350.96,"Yes",1,7,"No","No"
61,7,962.32,"No",0,25,"Yes","Yes"
276,1,84.48,"No",0,2,"No","No"
103,6,409.45,"No",0,12,"Yes","No"
216,3,132.98,"No",0,5,"Yes","No"
71,3,338.49,"No",1,6,"No","No"
34,2,357.98,"No",3,11,"Yes","No"
59,1,83.95,"No",0,5,"Yes","No"
12,2,308.48,"No",1,8,"Yes","No"
77,4,203.43,"No",0,10,"No","No"
338,1,191.98,"No",0,5,"Yes","No"
204,1,122.98,"No",0,8,"No","No"
208,1,135.98,"No",0,3,"No","No"
27,4,755.39,"Yes",1,22,"No","No"
109,1,205.96,"No",0,5,"No","No"
27,9,189.94,"No",0,14,"Yes","No"
292,4,111.99,"No",0,5,"No","No"
31,7,1151.89,"Yes",1,36,"No","No"
204,1,237,"No",0,3,"Yes","No"
59,2,314.93,"No",0,10,"Yes","No"
82,2,153.43,"No",0,11,"Yes","No"
10,10,838.92,"Yes",1,26,"Yes","No"
43,5,194.96,"No",0,8,"Yes","No"
115,1,108.99,"No",0,2,"No","No"
79,4,562.47,"No",0,13,"Yes","No"
64,21,700.53,"No",0,48,"Yes","No"
34,14,831.83,"Yes",0,44,"Yes","No"
319,2,74.5,"No",0,9,"Yes","No"
47,9,309,"Yes",1,13,"Yes","No"
10,8,173.72,"Yes",0,14,"No","No"
259,5,196.47,"No",0,7,"Yes","No"
7,7,476.95,"Yes",0,21,"No","No"
285,1,84.97,"No",0,3,"No","No"
35,3,291.48,"Yes",0,13,"No","No"
304,3,88.97,"Yes",0,4,"Yes","No"
11,8,770.21,"No",2,26,"Yes","No"
255,2,86.47,"No",0,6,"Yes","No"
13,21,654.2,"Yes",4,36,"Yes","No"
166,5,1264.27,"Yes",2,29,"Yes","No"
12,2,514,"Yes",0,9,"No","No"
34,3,409.94,"Yes",0,9,"Yes","No"
57,18,1694.63,"Yes",8,73,"Yes","Yes"
87,1,100.99,"No",0,3,"No","No"
240,2,107.97,"No",0,6,"Yes","No"
6,2,119.75,"No",0,5,"No","No"
32,3,502.89,"Yes",1,9,"No","Yes"
152,2,167,"No",0,6,"No","No"
92,4,426.48,"No",0,12,"No","No"
257,2,215.47,"No",0,4,"Yes","No"
36,12,2313.85,"No",2,68,"Yes","Yes"
269,1,95,"No",0,2,"No","No"
115,7,587.97,"Yes",0,14,"No","No"
56,5,753.99,"No",0,27,"Yes","No"
349,1,129.99,"No",0,1,"No","Yes"
42,2,110,"No",0,3,"Yes","No"
33,17,1936.33,"Yes",6,86,"Yes","No"
354,1,159,"No",0,6,"No","No"
127,8,900.42,"Yes",3,28,"Yes","Yes"
202,1,252,"No",0,5,"Yes","Yes"
129,5,716.38,"Yes",0,12,"Yes","No"
73,4,256.97,"Yes",2,13,"Yes","No"
351,3,224,"No",0,6,"Yes","No"
142,1,88,"No",0,1,"No","No"
180,3,349.93,"Yes",0,14,"Yes","No"
113,1,119.98,"No",0,2,"No","No"
27,9,538.03,"No",1,29,"Yes","No"
74,4,222.91,"No",0,8,"No","No"
12,14,1413.74,"Yes",5,42,"Yes","No"
22,4,440.92,"Yes",0,13,"No","Yes"
27,12,1006.82,"No",0,30,"Yes","Yes"
47,3,124.99,"No",0,4,"No","No"
8,3,346.97,"No",0,12,"Yes","No"
212,1,195.99,"No",0,5,"Yes","No"
297,1,146,"No",0,2,"No","No"
117,3,453.97,"No",0,9,"No","No"
308,1,98,"No",0,1,"No","No"
137,1,424.93,"No",0,14,"Yes","No"
202,2,206,"No",0,4,"Yes","No"
285,1,234.75,"No",0,6,"No","No"
231,2,139.96,"No",0,1,"No","No"
124,4,759.96,"Yes",1,14,"Yes","No"
15,3,424.99,"No",1,6,"No","Yes"
52,4,204.22,"No",0,6,"No","No"
278,1,157,"No",0,3,"Yes","No"
47,1,120,"No",0,3,"Yes","No"
189,1,122.98,"No",0,4,"Yes","No"
199,1,468,"Yes",1,5,"No","Yes"
236,4,1060.5,"Yes",1,41,"Yes","No"
84,1,88.48,"No",0,3,"Yes","No"
250,1,566.98,"No",0,10,"Yes","No"
75,4,1717.78,"Yes",1,46,"Yes","Yes"
15,8,702.91,"No",3,23,"Yes","No"
5,59,5162.75,"No",3,216,"Yes","Yes"
54,3,112.44,"No",0,7,"Yes","No"
25,1,244.8,"Yes",1,7,"No","No"
27,16,1608.77,"No",4,54,"Yes","No"
127,3,148.46,"No",0,11,"Yes","No"
7,23,4691.39,"Yes",9,134,"Yes","Yes"
362,1,275,"No",0,5,"No","No"
188,3,265.98,"No",0,6,"No","No"
28,9,1590.87,"Yes",6,38,"Yes","No"
18,9,1178.72,"Yes",6,30,"Yes","No"
283,3,142.74,"No",0,6,"No","No"
32,5,745.3,"Yes",2,34,"Yes","No"
144,4,662.48,"No",1,19,"Yes","No"
26,4,207.09,"Yes",0,12,"Yes","No"
25,18,1690.42,"Yes",8,54,"Yes","No"
239,2,83,"No",0,3,"Yes","No"
145,2,73.99,"No",0,2,"Yes","No"
70,4,128.99,"No",0,5,"No","No"
26,9,542.26,"No",0,29,"Yes","No"
133,1,220,"No",0,5,"Yes","No"
40,16,2406.81,"No",3,77,"Yes","No"
171,1,96,"No",0,2,"No","No"
77,6,231.97,"No",0,11,"No","No"
89,1,139.94,"Yes",0,6,"Yes","No"
250,2,439.84,"No",0,13,"No","No"
110,6,211.97,"No",0,14,"No","No"
4,8,876.44,"No",0,25,"Yes","No"
287,1,144.46,"Yes",0,5,"No","No"
25,18,1981.38,"Yes",0,59,"Yes","Yes"
43,2,155.59,"No",0,2,"No","No"
128,3,311,"Yes",1,8,"No","No"
85,6,598.39,"Yes",1,22,"No","No"
22,27,1190.16,"Yes",3,114,"No","Yes"
234,1,225.5,"No",0,4,"No","No"
312,1,88.49,"No",0,5,"No","No"
33,7,625.07,"Yes",2,28,"Yes","No"
101,4,400.98,"Yes",1,16,"No","No"
248,2,404.98,"No",0,13,"No","No"
51,3,410.48,"No",0,13,"Yes","No"
203,1,129.98,"No",0,2,"No","No"
112,1,133.99,"No",0,5,"Yes","No"
134,3,274.98,"No",0,11,"No","No"
214,1,210.99,"No",0,3,"No","No"
94,9,2173.59,"Yes",1,41,"Yes","No"
62,3,283.73,"No",0,7,"Yes","No"
87,4,331.46,"No",0,13,"Yes","No"
90,1,87.98,"No",0,4,"No","No"
39,2,67.87,"No",0,4,"No","No"
135,5,848.42,"Yes",2,24,"Yes","No"
144,2,414.98,"No",0,8,"Yes","No"
33,5,564.89,"No",0,18,"Yes","No"
10,4,225.23,"Yes",1,10,"No","No"
71,2,67.48,"No",0,3,"No","No"
26,10,1983.72,"Yes",4,54,"Yes","No"
77,3,186.45,"No",0,6,"Yes","No"
176,1,185.99,"No",0,3,"No","No"
169,1,335,"No",0,4,"No","No"
94,1,101.48,"No",0,3,"Yes","No"
268,2,354.71,"Yes",0,11,"Yes","No"
267,1,139.5,"No",0,1,"No","No"
69,4,557,"No",0,14,"Yes","Yes"
90,4,566.47,"No",0,12,"Yes","No"
131,4,246.98,"Yes",2,11,"No","No"
155,4,848.79,"No",0,21,"Yes","Yes"
99,7,703.49,"Yes",5,27,"Yes","No"
116,4,1010.89,"No",0,21,"Yes","No"
58,11,2022.87,"Yes",4,62,"Yes","Yes"
162,2,119.97,"No",0,6,"Yes","No"
285,2,178,"No",0,2,"No","No"
36,1,102.42,"Yes",1,3,"No","No"
148,5,368.7,"No",0,13,"Yes","No"
10,9,567.66,"No",0,20,"Yes","No"
16,7,905.51,"Yes",0,23,"Yes","Yes"
57,7,671.62,"Yes",2,26,"Yes","No"
68,2,143.97,"No",0,4,"No","No"
3,2,262.95,"No",0,9,"No","No"
265,2,65.47,"No",0,5,"Yes","No"
48,6,323.95,"Yes",0,10,"No","Yes"
222,2,173.49,"No",0,7,"Yes","No"
22,9,1026.72,"Yes",2,52,"Yes","No"
89,3,326.67,"No",1,14,"Yes","No"
6,16,1311.87,"Yes",7,38,"Yes","No"
138,1,102.98,"No",1,5,"Yes","No"
82,2,113.24,"No",0,7,"No","No"
48,7,294.92,"Yes",0,13,"Yes","No"
264,1,139.5,"No",0,1,"No","No"
271,3,138.99,"No",0,3,"No","No"
98,10,936.26,"No",1,34,"Yes","No"
5,6,318.46,"No",0,15,"No","No"
14,10,320.95,"No",1,17,"No","No"
257,1,139.5,"No",0,1,"No","No"
309,1,78,"No",0,3,"No","No"
12,3,241.94,"No",0,11,"No","No"
26,3,614,"Yes",0,9,"Yes","No"
286,2,131.28,"No",0,5,"No","No"
352,1,129.99,"No",0,1,"No","Yes"
84,6,324.7,"No",0,18,"Yes","No"
310,1,354.98,"No",0,7,"Yes","No"
13,7,562.9,"No",0,26,"Yes","No"
232,3,307.5,"Yes",0,8,"No","No"
177,2,556.99,"No",0,10,"Yes","No"
6,20,889.11,"Yes",4,34,"Yes","No"
326,1,68,"No",0,2,"No","No"
46,2,235.88,"Yes",0,12,"Yes","No"
85,4,243.1,"No",0,11,"No","Yes"
1,19,2409.7,"Yes",9,59,"Yes","Yes"
